hskId,simplified,traditional,pinyin,definitions,book,hsk,lesson,dialog,nw,example,exampleTranslation,oofc,pn,weight,index
152,开,開,kāi,"to open/to start/to turn on/to boil/to write out (a prescription, check, invoice etc)/to operate (a vehicle)/carat (gold)/abbr. for Kelvin, 開爾文|开尔文[kāi ěr wén]/abbr. for 開本|开本[kāi běn], book format",1,1,14,2,6,开车请注意安全。我并不赶时间。,Please drive safely．I'm not in a hurry．,,,2901,0
153,车,車,chē,car/vehicle/CL:輛|辆[liàng]/machine/to shape with a lathe,1,1,14,2,7,我提醒过你不要买那辆旧车。,I warned you not to buy that old car.,,,2055,1
153,车,車,chē,surname Che,1,1,14,2,7,我提醒过你不要买那辆旧车。,I warned you not to buy that old car.,,,2053,0
154,回来,回來,huí lai,to return/to come back,1,1,14,2,8,我刚从纽约回来。,I've just come back from New York.,,,507,0
155,分钟,分鐘,fēn zhōng,minute,1,1,14,2,9,他向窗外看了几分钟。,He look out of the window for a few minute.,,,1523,0
156,后,後,hòu,back/behind/rear/afterwards/after/later/post-,1,1,14,2,10,做完作业后，她开始看电视。,"After has been done the school assignment, she begins to see television.",,,11867,0
156,后,后,hòu,empress/queen,1,1,14,2,10,做完作业后，她开始看电视。,"After has been done the school assignment, she begins to see television.",,,11854,1
156,后,后,hòu,surname Hou,1,1,14,2,10,做完作业后，她开始看电视。,"After has been done the school assignment, she begins to see television.",,,11855,0
157,张,張,zhāng,"to open up/to spread/sheet of paper/classifier for flat objects, sheet/classifier for votes",1,1,14,2,,张先生有一个大包。,Mr Zhang has a large bag.,,1,7793,1
157,张,張,zhāng,surname Zhang,1,1,14,2,,张先生有一个大包。,Mr Zhang has a large bag.,,1,7793,0
158,衣服,衣服,yī fu,"clothes/CL:件[jiàn],套[tào]",1,1,14,3,11,她把衣服搭配得很好。,She coordinates her clothes well.,,,582,0
159,漂亮,漂亮,piào liang,pretty/beautiful,1,1,14,3,12,威尼斯以漂亮的建筑物闻名。,Venice is celebrated for its beautiful buildings.,,,277,0
161,少,少,shǎo,few/less/to lack/to be missing/to stop (doing sth)/seldom,1,1,14,3,14,鲸的敌人很少。,Whales have few enemies.,,,1624,0
162,这些,這些,zhè xiē,these,1,1,14,3,15,我们稍后会详细讨论这些问题。,We’ll discuss some of these issues in detail a bit later.,,,3493,0
163,都,都,dōu,all/both/entirely/(used for emphasis) even/already/(not) at all,1,1,14,3,16,每一个学生都有机会学习。,Every student has an opportunity to study.,,,20486,0
164,认识,認識,rèn shi,to know/to recognize/to be familiar with/to get acquainted with sb/knowledge/understanding/awareness/cognition,1,1,15,1,1,你很有可能会认识一个好朋友。,It is in the cards that you are going to meet a good friend.,,,1555,0
165,年,秊,nián,grain/harvest (old)/variant of 年[nián],1,1,15,1,2,那儿的年降雨量平均每年为三百毫米。,The rainfall there averages 300 mm a year.,,,12457,0
165,年,年,nián,surname Nian,1,1,15,1,2,那儿的年降雨量平均每年为三百毫米。,The rainfall there averages 300 mm a year.,,,12456,0
165,年,年,nián,year/CL:個|个[gè],1,1,15,1,2,那儿的年降雨量平均每年为三百毫米。,The rainfall there averages 300 mm a year.,,,12463,1
166,大学,大學,dà xué,"the Great Learning, one of the Four Books 四書|四书[sì shū] in Confucianism",1,1,15,1,3,1980年高考后，他进了北京大学。,"After the college entrance examination in 1980, he enrolled himself in Beijing University.",,,2247,0
166,大学,大學,dà xué,university/college/CL:所[suǒ],1,1,15,1,3,1980年高考后，他进了北京大学。,"After the college entrance examination in 1980, he enrolled himself in Beijing University.",,,2247,1
167,饭店,飯店,fàn diàn,"restaurant/hotel/CL:家[jiā],個|个[gè]",1,1,15,2,4,饭店面临大海。,The hotel fronts the sea.,,,30,0
168,出租车,出租車,chū zū chē,taxi/(Taiwan) rental car,1,1,15,2,5,出租车！到国际贸易大厦。,"Taxi! International Trade Tower, please.",,,27,0
170,高兴,高興,gāo xìng,happy/glad/willing (to do sth)/in a cheerful mood,1,1,15,3,7,我很高兴有机会到你校参观。,I'm very happy to have a chance to visit your school.,,,589,0
171,听,聽,tīng,"to listen/to hear/to obey/a can (loanword from English ""tin"")/classifier for canned beverages",1,1,15,3,8,请大家仔细地听。,Now listen carefully everybody.,,,3596,0
172,飞机,飛機,fēi jī,airplane/CL:架[jià],1,1,15,3,9,请留意飞机起飞时间。,Please keep an eye on the departure time.,,,284,0
173,一,一,yī,"one/1/single/a (article)/as soon as/entire/whole/all/throughout/""one"" radical in Chinese characters (Kangxi radical 1)/also pr. [yāo] for greater clarity when spelling out numbers digit by digit",1,1,补充,,,这真是一个奇迹！,What a miracle!,,,37382,0
174,九,九,jiǔ,nine/9,1,1,补充,,,九减六等于三。,"If you subtract 6 from 9, you will have 3.",,,1087,0
175,八,八,bā,eight/8,1,1,补充,,,二除八得四。,Eight divided by two is four; 2 goes into 8 four times.,,,1611,0
176,四,四,sì,four/4,1,1,补充,,,二除八得四。,Eight divided by two is four; 2 goes into 8 four times.,,,3251,0
177,二,二,èr,two/2/(Beijing dialect) stupid,1,1,补充,,,二除八得四。,Eight divided by two is four; 2 goes into 8 four times.,,,2466,0
178,七,七,qī,seven/7,1,1,补充,,,七减三得四。,Subtract 3 from 7 and you have 4.,,,4075,0
179,十,十,shí,ten/10,1,1,补充,,,十进位法。,"The decimal scale counts by tens, as in cents, dimes(=ten cents), dollars.",,,1990,0
180,六,六,liù,six/6,1,1,补充,,,六汽缸引擎,a six-cylinder engine,,,2145,0
181,三,三,sān,surname San,1,1,补充,,,三党联合,a three-party coalition,,,5536,0
181,三,三,sān,three/3,1,1,补充,,,三党联合,a three-party coalition,,,5540,1
182,五,五,wǔ,five/5,1,1,补充,,,五位数。,a five digit number,,,1950,0
183,旅游,旅遊,lǚ yóu,trip/journey/tourism/travel/tour/to travel,2,2,1,1,1,我要去北京旅游。,I'm going to Beijing for a tour.,,,1503,0
184,觉得,覺得,jué de,to think/to feel,2,2,1,1,2,我觉得有氧运动很容易。,I think aerobics is easy.,,,2159,0
185,最,最,zuì,most/the most/-est (superlative suffix),2,2,1,1,3,你觉得什么时候去最好？,When do you think is the best time to go?,,,11680,0
185,最,冣,zuì,old variant of 最[zuì],2,2,1,1,3,你觉得什么时候去最好？,When do you think is the best time to go?,,,11675,0
185,最,㝡,zuì,variant of 最[zuì],2,2,1,1,3,你觉得什么时候去最好？,When do you think is the best time to go?,,,11677,0
186,为什么,為什麼,wèi shén me,why?/for what reason?,2,2,1,1,4,你为什么喜欢学英语？,Why do you like to study English?,,,5699,0
187,也,也,yě,also/too/(in Classical Chinese) final particle implying affirmation,2,2,1,1,5,天气不冷也不热。,It's neither cold nor hot.,,,20044,1
187,也,也,yě,surname Ye,2,2,1,1,5,天气不冷也不热。,It's neither cold nor hot.,,,20038,0
188,运动,運動,yùn dòng,to move/to exercise/sports/exercise/motion/movement/campaign/CL:場|场[chǎng],2,2,1,2,6,你喜欢什么运动？,What's your favorite sport?,,,986,0
189,踢足球,踢足球,tī zúqiú,to play football,2,2,1,2,7,我最喜欢踢足球。,I like playing football best.,,,,
190,一起,一起,yī qǐ,in the same place/together/with/altogether (in total),2,2,1,2,8,我们一起去踢足球吧。,Let's play football together.,,,2178,0
191,要,要,yào,important/vital/to want/to ask for/will/going to (as future auxiliary)/may/must/(used in a comparison) must be/probably/if,2,2,1,3,9,我要尽快得到这份书面协议。,I want this agreement in black and white as soon as possible.,,,24379,0
192,新,新,xīn,abbr. for Xinjiang 新疆[xīn jiāng] or Singapore 新加坡[xīn jiā pō]/surname Xin,2,2,1,3,10,我要买几个新的椅子。,I want to buy some new chairs.,,,8369,0
192,新,新,xīn,new/newly/meso- (chemistry),2,2,1,3,10,我要买几个新的椅子。,I want to buy some new chairs.,,,8370,1
193,它,它,tā,it,2,2,1,4,11,它很漂亮。,It's beautiful.,,,1975,0
194,眼睛,眼睛,yǎn jing,"eye/CL:隻|只[zhī],雙|双[shuāng]",2,2,1,4,12,得它的眼睛最漂亮。,It has the most beautiful eyes.,,,764,0
195,花花,花花,huā huā,name of a cat,2,2,1,4,,我的猫叫花花。,My cat is called Huahua.,,1,,
196,生病,生病,shēng bìng,to fall ill,2,2,2,1,1,你很少生病。,You seldom get sick.,,,143,0
197,每,每,měi,each/every,2,2,2,1,2,酒几乎影响身体内每一系统。,Alcohol affects nearly every system in the body.,,,2144,0
198,早上,早上,zǎo shang,early morning/CL:個|个[gè],2,2,2,1,3,我今天早上感觉不舒服。,I'm feeling rotten this morning.,,,259,0
199,跑步,跑步,pǎo bù,to run/to jog/(military) to march at the double,2,2,2,1,4,我每天早上都要出去跑步。,I go out for a run every morning.,,,427,0
200,起床,起床,qǐ chuáng,to get out of bed/to get up,2,2,2,1,5,你每天几点起床？,What time do you get up every day?,,,55,0
201,药,藥,yào,"medicine/drug/substance used for a specific purpose (e.g. poisoning, explosion, fermenting)/CL:種|种[zhǒng],服[fù],味[wèi]/to poison",2,2,2,2,6,吃药了吗？,Did you take medicine?,,,1199,0
201,药,葯,yào,leaf of the iris/variant of 藥|药[yào],2,2,2,2,6,吃药了吗？,Did you take medicine?,,,1200,0
202,身体,身體,shēn tǐ,"the body/one's health/CL:具[jù],個|个[gè]/in person",2,2,2,2,7,现在身体怎么样？,How is your health now?,,,1804,0
203,出院,出院,chū yuàn,to leave hospital/to be discharged from hospital,2,2,2,2,8,什么时候能出院？,When can I be discharged from hospital?,,,3,0
204,出,出,chū,"to go out/to come out/to occur/to produce/to go beyond/to rise/to put forth/to happen/(used after a verb to indicate an outward direction or a positive result)/classifier for dramas, plays, operas etc",2,2,2,2,,我要出去一会儿。,I' ll have to step out for a while.,,,4542,0
204,出,齣,chū,variant of 出[chū] (classifier for plays or chapters of classical novels),2,2,2,2,,我要出去一会儿。,I' ll have to step out for a while.,,,4536,0
205,高,高,gāo,high/tall/above average/loud/your (honorific),2,2,2,3,9,他多高？,It's cheaper than yesterday.,,,4741,1
205,高,高,gāo,surname Gao,2,2,2,3,9,他多高？,It's cheaper than yesterday.,,,4736,0
207,知道,知道,zhī dào,to know/to become aware of/also pr. [zhī dao],2,2,2,3,11,你怎么知道？,How did you know?,,,6356,0
208,休息,休息,xiū xi,rest/to rest,2,2,2,4,12,张老师星期六也不休息啊？,Mr. Zhang doesn't rest even on Saturdays?,,,369,0
209,忙,忙,máng,busy/hurriedly/to hurry/to rush,2,2,2,4,13,他这几天很忙。,He is very busy these days.,,,382,0
210,时间,時間,shí jiān,time/period/CL:段[duàn],2,2,2,4,14,他没有时间休息。,He has no time to rest.,,,6652,0
211,手表,手錶,shǒu biǎo,"wrist watch/CL:塊|块[kuài],隻|只[zhī],個|个[gè]",2,2,3,1,1,这块手表是你的吗？,Is this watch yours?,,,106,0
212,千,韆,qiān,see 鞦韆|秋千[qiū qiān],2,2,3,1,2,一共三千块。,It's three thousand yuan altogether.,,,1398,0
212,千,千,qiān,thousand,2,2,3,1,2,一共三千块。,It's three thousand yuan altogether.,,,1398,0
213,报纸,報紙,bào zhǐ,"newspaper/newsprint/CL:份[fèn],期[qī],張|张[zhāng]",2,2,3,2,3,这是今天早上的报纸吗？,Is it this morning’s newspaper?,,,51,0
214,送,送,sòng,to deliver/to carry/to give (as a present)/to present (with)/to see off/to send,2,2,3,2,4,送报纸的来了。,Here comes the newspaper deliverer.,,,1539,0
215,一下,一下,yī xià,(used after a verb) give it a go/to do (sth for a bit to give it a try)/one time/once/in a while/all of a sudden/all at once,2,2,3,2,5,看一下。,Look at it.,,,2326,0
216,牛奶,牛奶,niú nǎi,"cow's milk/CL:瓶[píng],杯[bēi]",2,2,3,2,6,是送牛奶的。,It's a milkman.,,,166,0
217,房间,房間,fáng jiān,"room/CL:間|间[jiān],個|个[gè]",2,2,3,3,7,这是谁的房间？,Whose room is this?,,,1099,0
218,丈夫,丈夫,zhàng fu,husband/CL:個|个[gè],2,2,3,3,8,这是我和我丈夫。,This is me and my husband.,,,1024,0
219,旁边,旁邊,páng biān,lateral/side/to the side/beside,2,2,3,3,9,旁边的房间是我女儿的。,The next room is my daughter's.,,,298,0
220,真,真,zhēn,really/truly/indeed/real/true/genuine,2,2,3,3,10,你女儿的房间真漂亮！,Your daughter's room is beautiful!,,,5362,0
222,颜色,顏色,yán sè,color/countenance/appearance/facial expression/pigment/dyestuff,2,2,3,3,12,粉色是她最喜欢的颜色。,Let's play football together.,,,430,0
224,左边,左邊,zuǒ bian,left/the left side/to the left of,2,2,3,4,13,房子的左边有一棵樱桃树。,There is a cherry tree on the left side of the house.,,,149,0
225,红色,紅色,hóng sè,red (color)/revolutionary,2,2,3,4,14,左边那个红色的是我的。,The red one on the left is mine.,,,278,0
226,红,紅,hóng,red/popular/revolutionary/bonus,2,2,3,4,,红葡萄的色素存在于果皮中。,The color of red grapes is in the skin.,,,1927,1
226,红,紅,hóng,surname Hong,2,2,3,4,,红葡萄的色素存在于果皮中。,The color of red grapes is in the skin.,,,1926,0
227,生日,生日,shēng rì,birthday/CL:個|个[gè],2,2,4,1,1,我收到了她生日宴会的请帖。,I received an invitation to her birthday party.,,,187,0
228,快乐,快樂,kuài lè,happy/merry,2,2,4,1,2,一起渡过一个快乐的周末,spend the weekend having a good time together,,,1806,0
229,给,給,gěi,to/for/for the benefit of/to give/to allow/to do sth (for sb)/(grammatical equivalent of 被)/(grammatical equivalent of 把)/(sentence intensifier),2,2,4,1,3,这是送给你的！,This is for you!,,,10507,0
231,晚上,晚上,wǎn shang,evening/night/CL:個|个[gè]/in the evening,2,2,4,2,4,你今天晚上有空吗？,Are you free this evening?,,,695,0
232,问,問,wèn,to ask,2,2,4,2,5,晚上我问一下儿子。,I’ll ask [my] son [this] evening.,,,3001,0
233,非常,非常,fēi cháng,very/very much/unusual/extraordinary,2,2,4,3,6,我非常喜欢踢足球。,I like playing football very much.,,,2970,0
234,开始,開始,kāi shǐ,to begin/beginning/to start/initial/CL:個|个[gè],2,2,4,3,7,你是什么时候开始踢足球的？,When did you start playing football?,,,4729,0
235,已经,已經,yǐ jīng,already,2,2,4,3,8,我已经踢了十年(足球)了。,I have been playing (football) for ten years.,,,3515,0
236,长,長,cháng,length/long/forever/always/constantly,2,2,4,4,9,你在这儿工作多长时间了？,How long have you worked here?,,,2814,0
237,两,兩,liǎng,"two/both/some/a few/tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jīn] (old)",2,2,4,4,10,已经两年多了。,It's been more than two years.,,,4467,0
238,帮,幫,bāng,"to help/to assist/to support/for sb (i.e. as a help)/hired (as worker)/side (of pail, boat etc)/outer layer/upper (of a shoe)/group/gang/clique/party/secret society",2,2,4,4,11,请帮我分发这些试卷。,Please help me give out these test papers.,,,1882,0
238,帮,幇,bāng,old variant of 幫|帮[bāng],2,2,4,4,11,请帮我分发这些试卷。,Please help me give out these test papers.,,,1880,0
238,帮,幚,bāng,old variant of 幫|帮[bāng],2,2,4,4,11,请帮我分发这些试卷。,Please help me give out these test papers.,,,1880,0
239,介绍,介紹,jiè shào,to introduce (sb to sb)/to give a presentation/to present (sb for a job etc)/introduction,2,2,4,4,12,这个工作是他帮我介绍的。,He introduced this job to me.,,,1805,0
240,外面,外面,wài miàn,outside (also pr. [wài mian] for this sense)/surface/exterior/external appearance,2,2,5,1,1,我不想去外面吃。,I don't want to eat out.,,,142,0
241,准备,準備,zhǔn bèi,preparation/to prepare/to intend/to be about to/reserve (fund),2,2,5,1,2,那你准备做什么呢？,So what are you going to do?,,,883,0
242,就,就,jiù,at once/right away/only/just (emphasis)/as early as/already/as soon as/then/in that case/as many as/even if/to approach/to move towards/to undertake/to engage in/to suffer/subjected to/to accomplish/to take advantage of/to go with (of foods)/with regard to/concerning,2,2,5,1,3,如果你想当律师，就得努力学习。,You must study hard if you intend to follow the law.,,,24418,0
